datetime,station,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PI
2016-05-16,Shunyi,18.8,42.9,2.8,36.3,283.3,56.2,21.3,1004.3,2.9,0.0,2.4,2.18
2016-05-17,Shunyi,60.0,97.2,8.8,54.0,533.3,110.2,23.9,1005.2,8.5,0.0,2.1,5.63
2016-05-18,Shunyi,59.0,91.8,3.5,48.0,545.8,122.9,24.2,1008.6,11.7,0.0,2.2,5.49
2016-05-19,Shunyi,90.7,106.1,10.1,49.7,841.7,161.0,23.9,1010.4,10.0,0.0,2.2,8.12
2016-05-20,Shunyi,79.1,88.7,17.1,44.5,866.7,146.1,23.0,1012.2,9.2,0.0,2.0,7.13
2016-05-21,Shunyi,51.5,65.4,4.0,31.6,293.5,20.2,22.6,1015.2,7.4,0.0,1.6,4.52
2016-05-22,Shunyi,46.2,80.2,9.6,38.4,503.1,68.7,23.3,1013.8,7.6,0.0,1.6,4.32
2016-05-23,Shunyi,60.0,83.1,12.5,40.2,822.1,115.8,20.4,1006.5,10.3,0.0,2.1,5.52
2016-05-24,Shunyi,15.2,27.8,2.2,28.4,254.2,73.0,21.2,999.7,5.9,0.0,2.7,1.74
2016-05-25,Shunyi,12.4,23.7,2.2,27.4,258.3,78.3,20.9,1002.5,7.7,0.0,2.1,1.65
2016-05-26,Shunyi,18.0,35.3,2.1,40.3,208.3,71.0,23.7,1005.6,4.0,0.0,2.4,2.35
2016-05-27,Shunyi,50.2,88.7,9.5,61.7,500.0,86.1,23.6,1005.9,7.6,0.0,2.3,4.85
2016-05-28,Shunyi,46.9,68.9,5.4,53.7,458.3,105.4,23.6,1002.2,9.2,0.0,2.2,4.48
2016-05-29,Shunyi,29.9,49.0,3.4,33.0,362.5,94.1,24.4,1003.1,3.3,0.0,2.5,2.91
2016-05-30,Shunyi,80.6,119.2,12.8,56.5,858.3,146.3,25.9,999.5,12.6,0.0,1.6,7.42
2016-05-31,Shunyi,58.8,95.5,14.4,42.8,1166.7,70.0,24.6,1005.2,9.0,0.0,1.9,5.44
2016-06-01,Shunyi,27.7,48.5,5.5,41.3,562.5,81.9,24.0,1008.7,7.3,0.0,1.6,2.79
2016-06-02,Shunyi,43.7,64.7,7.0,56.0,583.3,112.1,25.1,1005.8,7.2,0.0,1.9,4.25
2016-06-03,Shunyi,69.0,85.3,15.5,58.2,958.3,134.7,24.2,1002.7,10.4,0.0,1.6,6.4
2016-06-04,Shunyi,93.2,109.9,9.0,46.9,837.5,142.6,26.1,1002.6,12.8,0.0,2.0,8.28
2016-06-05,Shunyi,61.1,66.8,6.7,32.5,691.7,130.4,24.4,1006.2,13.8,0.0,2.2,5.49
2016-06-06,Shunyi,74.7,76.8,3.2,27.2,833.3,140.2,23.9,1006.1,15.7,1.0,1.9,6.56
2016-06-07,Shunyi,56.8,76.1,2.0,23.8,725.0,101.4,22.3,1007.7,16.6,0.2,1.9,5.07
2016-06-08,Shunyi,121.1,121.2,2.0,31.0,1058.3,116.0,24.6,1004.6,17.5,0.0,1.7,10.32
2016-06-09,Shunyi,109.5,122.2,2.8,14.7,456.2,168.4,26.4,1001.9,15.5,0.3,2.8,9.38
2016-06-10,Shunyi,61.7,62.6,2.0,16.2,516.7,117.3,24.3,1000.0,16.3,0.4,2.1,5.36
2016-06-11,Shunyi,7.8,16.1,2.0,21.4,187.5,79.5,25.8,1003.7,9.8,0.0,2.0,1.29
2016-06-12,Shunyi,72.8,78.1,8.0,24.5,1087.5,141.3,25.2,1003.1,15.4,0.0,1.7,6.43
2016-06-13,Shunyi,44.2,44.2,3.4,13.7,387.5,56.3,19.7,999.8,17.5,1.2,1.5,3.82
2016-06-14,Shunyi,28.8,29.5,2.2,15.8,462.5,71.8,19.2,996.3,15.9,0.0,1.8,2.6
2016-06-15,Shunyi,13.6,18.3,2.0,18.4,308.3,90.9,23.0,998.6,13.9,0.0,1.2,1.42
2016-06-16,Shunyi,18.6,29.0,2.2,34.2,372.9,78.8,26.3,994.5,13.6,0.0,1.6,2.07
2016-06-17,Shunyi,18.1,30.5,2.1,28.3,316.7,68.0,25.4,994.6,13.9,0.0,1.8,1.84
2016-06-18,Shunyi,36.8,54.8,2.6,38.9,537.5,105.2,26.2,1000.8,15.5,0.0,2.1,3.53
2016-06-19,Shunyi,63.8,76.5,2.1,44.8,745.8,130.8,28.2,1001.1,15.2,0.0,1.8,5.8
2016-06-20,Shunyi,101.9,103.1,2.1,24.0,981.2,174.6,27.6,998.8,19.5,0.0,2.0,8.81
2016-06-21,Shunyi,83.6,86.6,2.0,23.0,783.3,142.0,27.4,998.1,20.9,0.3,1.9,7.25
2016-06-22,Shunyi,55.4,59.8,2.2,27.9,704.2,140.1,27.0,998.6,20.0,0.0,1.8,4.99
2016-06-23,Shunyi,100.0,100.5,2.8,25.5,1260.4,87.1,26.5,999.5,19.7,0.0,1.8,8.53
2016-06-24,Shunyi,12.3,15.6,2.3,26.2,2958.3,52.9,25.5,1002.1,10.5,0.0,1.5,1.64
2016-06-25,Shunyi,20.3,36.3,2.2,36.8,525.0,84.5,28.2,1003.2,10.6,0.0,1.5,2.25
2016-06-26,Shunyi,45.4,73.1,4.3,42.0,487.5,114.7,29.3,1001.6,12.2,0.0,2.3,4.31
2016-06-27,Shunyi,64.2,82.6,6.4,39.5,658.3,73.9,25.9,999.8,15.3,0.2,1.9,5.74
2016-06-28,Shunyi,49.2,49.3,2.2,22.8,512.5,69.6,20.7,1002.1,18.4,0.7,1.8,4.31
2016-06-29,Shunyi,91.0,91.0,2.0,25.4,679.2,95.8,24.1,1000.8,19.4,0.0,1.4,7.78
2016-06-30,Shunyi,37.7,42.2,2.1,24.3,450.0,108.5,26.2,999.9,17.8,0.0,1.7,3.46
2016-07-01,Shunyi,10.4,20.8,2.0,23.5,283.3,63.3,27.3,1000.2,13.0,0.0,1.8,1.41
2016-07-02,Shunyi,63.8,73.2,2.0,29.6,660.4,88.2,27.4,1001.2,17.0,0.0,1.7,5.61
2016-07-03,Shunyi,65.5,86.8,2.4,35.2,729.2,87.1,27.7,1002.7,18.2,0.0,1.8,5.84
2016-07-04,Shunyi,116.4,120.0,2.5,23.3,1360.4,97.3,27.8,1004.1,19.5,0.0,2.0,9.88
2016-07-05,Shunyi,80.7,92.0,2.9,28.0,958.3,118.9,27.6,1006.8,17.6,0.0,1.9,7.05
2016-07-06,Shunyi,83.3,99.5,2.9,31.2,1008.3,153.9,28.4,1007.9,17.3,0.0,1.8,7.37
2016-07-07,Shunyi,113.9,120.3,3.3,26.0,1291.7,160.2,28.2,1007.4,19.5,0.0,2.1,9.81
2016-07-08,Shunyi,77.5,82.6,2.1,21.3,1216.7,120.9,28.0,1004.7,21.2,0.0,2.1,6.74
2016-07-09,Shunyi,70.0,77.9,2.0,21.3,720.8,126.5,30.0,1001.3,22.3,0.0,1.9,6.12
2016-07-10,Shunyi,99.6,106.5,2.0,26.4,812.5,127.2,31.2,998.8,21.8,0.0,2.0,8.57
2016-07-11,Shunyi,79.3,97.0,2.5,31.0,587.5,116.2,31.5,996.1,21.3,0.0,2.5,6.96
2016-07-12,Shunyi,40.7,49.3,2.0,24.9,516.7,58.8,27.3,996.6,21.6,0.0,1.8,3.64
2016-07-13,Shunyi,16.8,26.8,3.2,25.5,362.5,96.0,29.5,1000.5,17.9,0.0,1.6,1.76
2016-07-14,Shunyi,37.3,64.5,2.9,36.1,787.5,96.8,28.2,1002.7,17.5,0.3,1.6,3.59
2016-07-15,Shunyi,33.8,33.5,2.0,13.7,550.0,83.0,21.6,1001.0,19.2,0.3,1.6,3.01
2016-07-16,Shunyi,27.3,35.5,2.1,23.3,570.8,46.2,23.1,1000.0,17.4,0.0,1.3,2.52
2016-07-17,Shunyi,77.2,86.0,2.0,35.0,966.7,111.9,25.9,1003.2,18.9,0.0,1.4,6.79
2016-07-18,Shunyi,90.9,91.5,2.6,48.3,1066.7,58.8,26.0,1003.9,20.6,0.0,1.3,7.88
2016-07-19,Shunyi,82.9,83.5,3.8,28.0,883.3,54.7,24.5,1004.0,21.6,0.2,1.3,7.09
2016-07-20,Shunyi,36.0,36.5,2.1,9.8,612.5,52.7,22.2,999.0,21.0,6.0,4.2,3.12
2016-07-21,Shunyi,16.8,18.7,2.0,12.7,625.0,53.5,24.1,997.3,22.4,0.3,1.6,1.58
2016-07-22,Shunyi,72.6,72.8,2.1,22.1,879.2,93.6,27.2,997.4,23.7,0.0,1.2,6.27
2016-07-23,Shunyi,98.7,98.7,2.0,28.3,1016.7,96.2,28.4,997.7,24.8,0.5,1.6,8.44
2016-07-24,Shunyi,53.7,58.9,2.1,20.8,720.8,96.7,28.4,1000.7,24.0,0.0,1.4,4.73
2016-07-25,Shunyi,32.8,33.5,2.0,19.1,583.3,81.9,27.7,998.8,24.2,0.3,1.4,2.97
2016-07-26,Shunyi,16.5,28.2,2.3,17.5,408.3,91.4,28.6,1000.2,18.4,0.0,1.6,1.68
2016-07-27,Shunyi,48.4,66.2,2.0,29.9,620.8,125.1,28.1,998.3,21.9,0.1,1.8,4.45
2016-07-28,Shunyi,44.1,54.2,2.0,30.1,658.3,103.6,27.2,998.0,21.7,0.0,0.9,4.04
2016-07-29,Shunyi,116.6,118.2,2.0,28.9,1366.7,123.7,29.0,1001.0,24.5,0.0,1.2,9.97
2016-07-30,Shunyi,127.4,127.7,2.5,24.4,1781.2,81.6,27.6,1004.4,24.3,0.0,1.5,10.77
2016-07-31,Shunyi,43.4,44.5,2.0,21.9,883.3,81.0,25.4,1005.5,22.2,0.5,1.1,3.87
2016-08-01,Shunyi,45.2,51.8,2.0,23.8,1004.2,79.2,28.3,1005.4,23.4,0.0,1.4,4.05
2016-08-02,Shunyi,36.2,46.3,2.0,26.9,691.7,84.9,29.2,1005.9,21.9,0.0,1.6,3.35
2016-08-03,Shunyi,54.7,69.6,2.2,30.1,787.5,97.2,30.0,1006.0,22.7,0.0,1.3,4.92
2016-08-04,Shunyi,113.7,120.4,2.0,31.0,1695.8,121.6,29.8,1006.1,24.3,0.0,1.7,9.78
2016-08-05,Shunyi,65.0,68.8,2.4,20.4,650.0,89.3,29.0,1005.9,23.3,0.0,1.6,5.63
2016-08-06,Shunyi,101.9,105.8,2.0,31.4,862.5,89.5,29.2,1002.3,24.3,0.0,1.8,8.72
2016-08-07,Shunyi,19.9,23.5,2.5,15.7,500.0,88.0,27.2,1004.1,21.8,0.3,1.7,1.92
2016-08-08,Shunyi,28.8,40.4,3.2,25.7,620.8,85.0,28.0,1006.1,19.6,0.0,1.9,2.74
2016-08-09,Shunyi,54.1,65.9,6.4,22.9,1179.2,118.1,27.5,1004.7,19.7,0.0,1.6,4.88
2016-08-10,Shunyi,98.6,104.0,3.2,17.3,945.8,102.4,29.9,1003.1,24.1,0.0,2.2,8.39
2016-08-11,Shunyi,81.1,89.3,2.1,28.7,820.8,87.8,30.8,1002.6,25.5,0.0,1.7,7.02
2016-08-12,Shunyi,60.2,66.5,2.0,43.2,720.8,35.2,28.2,1001.8,24.8,0.0,1.3,5.31
2016-08-13,Shunyi,21.0,29.8,2.0,29.6,558.3,18.5,26.4,1002.1,21.0,0.0,1.3,2.0
2016-08-14,Shunyi,17.9,37.6,2.0,28.6,466.7,72.5,28.4,1002.6,18.2,0.0,1.6,1.87
2016-08-15,Shunyi,27.1,34.2,2.0,28.5,729.2,58.2,24.8,1004.5,18.7,0.2,1.5,2.56
2016-08-16,Shunyi,25.0,41.4,2.0,30.0,516.7,85.8,25.9,1001.9,19.4,0.0,1.5,2.47
2016-08-17,Shunyi,59.0,76.1,2.0,38.8,733.3,32.6,25.3,1000.6,21.6,0.0,1.0,5.22
2016-08-18,Shunyi,66.3,66.4,2.0,18.5,1212.5,37.5,23.2,998.4,22.2,1.0,1.4,5.65
2016-08-19,Shunyi,17.7,26.7,2.0,16.0,662.5,76.1,27.6,1002.0,20.4,0.0,2.2,1.74
2016-08-20,Shunyi,39.4,49.5,2.0,37.0,745.8,79.2,27.2,1005.2,20.0,0.0,1.3,3.67
2016-08-21,Shunyi,49.0,69.0,2.0,28.2,787.5,127.6,28.1,1005.8,21.5,0.0,1.7,4.51
2016-08-22,Shunyi,75.8,86.4,2.1,29.5,1154.2,119.1,28.6,1007.7,20.2,0.0,1.6,6.67
2016-08-23,Shunyi,71.7,83.0,2.5,37.0,983.3,76.6,26.9,1003.5,20.2,0.0,1.5,6.31
2016-08-24,Shunyi,76.2,86.5,2.0,33.9,837.5,101.9,27.6,1000.9,21.7,0.0,1.4,6.69
2016-08-25,Shunyi,35.3,43.1,2.0,23.1,391.7,51.4,26.4,1007.4,13.1,0.0,2.5,3.17
2016-08-26,Shunyi,11.0,28.6,2.1,32.7,291.7,49.2,23.1,1012.8,9.8,0.0,1.3,1.86
2016-08-27,Shunyi,14.5,33.9,2.0,39.7,358.3,38.2,23.7,1009.3,11.0,0.0,1.7,2.23
2016-08-28,Shunyi,11.0,25.2,2.1,35.5,204.2,51.4,24.8,1008.5,10.3,0.0,1.6,1.98
2016-08-29,Shunyi,19.8,47.3,6.5,42.0,466.7,60.5,24.8,1008.3,12.3,0.0,1.6,2.5
2016-08-30,Shunyi,29.8,61.7,4.1,40.6,441.7,61.1,24.9,1002.5,14.9,0.0,1.4,2.95
2016-08-31,Shunyi,19.0,34.5,2.9,37.7,291.7,55.5,26.3,993.6,7.1,0.0,2.6,2.21
2016-09-01,Shunyi,5.6,22.7,4.2,20.7,162.5,50.3,24.2,993.1,6.1,0.0,2.5,1.22
2016-09-02,Shunyi,7.9,25.7,2.5,13.9,241.7,9.8,23.5,999.1,14.3,0.0,1.5,0.88
2016-09-03,Shunyi,17.0,37.6,2.0,29.8,316.7,56.7,25.0,1003.6,16.9,0.0,1.5,1.83
2016-09-04,Shunyi,91.1,116.4,4.0,35.0,1327.1,73.4,24.9,1006.2,18.8,0.0,1.9,7.94
2016-09-05,Shunyi,26.0,38.0,2.0,32.7,379.2,32.6,24.0,1006.8,15.5,0.0,1.6,2.46
2016-09-06,Shunyi,17.0,32.3,2.9,34.1,285.7,3.1,25.1,1004.9,14.8,0.0,1.5,1.93
2016-09-07,Shunyi,40.9,72.7,3.9,42.0,566.4,4.4,24.2,1002.7,15.5,0.0,1.6,3.78
2016-09-08,Shunyi,23.5,43.8,3.0,48.3,479.2,5.8,23.6,1003.0,13.2,0.0,1.2,2.72
2016-09-09,Shunyi,17.9,41.9,2.0,38.8,375.0,7.1,24.3,1004.9,13.1,0.0,1.6,2.2
2016-09-10,Shunyi,16.6,40.1,2.2,31.7,381.2,8.5,24.5,1006.5,12.2,0.0,1.8,1.85
2016-09-11,Shunyi,33.2,38.8,2.0,20.0,679.2,9.8,21.1,1010.5,16.6,1.1,1.8,2.91
2016-09-12,Shunyi,28.4,37.0,2.5,28.3,620.8,11.2,22.4,1013.7,15.9,0.0,1.5,2.59
2016-09-13,Shunyi,94.8,99.5,3.5,44.2,1187.5,12.5,22.7,1014.3,18.1,0.0,1.3,8.12
2016-09-14,Shunyi,127.8,127.8,4.2,45.2,1207.5,13.9,23.3,1012.7,18.2,0.0,1.2,10.81
2016-09-15,Shunyi,89.6,93.8,5.6,33.1,1038.4,15.2,24.3,1010.8,17.7,0.0,1.3,7.63
2016-09-16,Shunyi,139.6,149.6,2.5,38.2,1058.3,16.6,24.2,1009.1,19.6,0.0,1.4,11.75
2016-09-17,Shunyi,36.3,46.4,2.3,29.0,762.5,17.9,21.0,1014.4,16.4,0.2,1.3,3.26
2016-09-18,Shunyi,19.3,24.8,2.8,22.3,458.3,19.3,18.4,1016.8,15.5,0.1,1.5,1.8
2016-09-19,Shunyi,11.1,22.3,2.1,28.1,295.8,20.6,18.6,1018.2,10.4,0.0,1.4,1.57
2016-09-20,Shunyi,16.8,36.3,3.6,38.8,345.8,22.0,19.3,1016.8,9.4,0.0,1.6,2.2
2016-09-21,Shunyi,50.5,71.0,4.6,44.7,779.2,23.3,18.1,1015.8,12.9,0.0,1.6,4.58
2016-09-22,Shunyi,85.6,87.1,6.1,40.2,927.1,24.7,19.4,1011.9,14.9,0.0,1.1,7.35
2016-09-23,Shunyi,142.8,142.8,3.6,45.6,1027.1,26.0,21.0,1008.5,17.0,0.1,1.2,12.04
2016-09-24,Shunyi,101.6,108.8,4.4,34.0,875.0,27.4,22.0,1006.7,17.3,0.0,1.5,8.63
2016-09-25,Shunyi,156.6,156.6,5.3,31.1,1652.1,28.7,22.5,1010.2,18.1,0.0,1.6,13.11
2016-09-26,Shunyi,59.7,60.8,3.7,38.0,1012.5,34.7,19.4,1010.6,17.6,0.5,1.2,5.24
2016-09-27,Shunyi,24.3,28.9,3.1,19.2,520.8,41.0,17.9,1017.3,6.1,0.0,3.0,2.23
2016-09-28,Shunyi,11.9,26.9,2.9,23.5,341.7,35.2,14.5,1022.5,2.1,0.0,1.4,1.41
2016-09-29,Shunyi,49.8,71.2,5.7,53.8,504.2,31.4,14.7,1016.1,6.2,0.0,1.5,4.59
2016-09-30,Shunyi,96.6,106.8,9.3,61.1,670.8,61.3,17.2,1012.0,9.3,0.0,1.3,8.49
2016-10-01,Shunyi,178.4,181.9,9.3,10.5,187.5,3.3,18.8,1011.2,11.8,0.0,1.2,14.67
2016-10-02,Shunyi,163.7,164.2,7.4,46.2,979.2,73.7,19.5,1009.4,13.2,0.0,1.3,13.84
2016-10-03,Shunyi,109.0,121.2,4.0,46.5,970.8,57.5,22.7,1007.4,16.0,0.0,1.5,9.39
2016-10-04,Shunyi,42.0,65.3,8.0,38.4,1360.4,10.0,16.5,1011.9,11.9,0.3,2.1,3.87
2016-10-05,Shunyi,70.2,70.7,2.7,30.6,1141.7,18.5,16.2,1015.0,13.1,0.0,1.4,6.02
2016-10-06,Shunyi,81.0,82.3,7.4,40.3,1579.2,6.2,15.2,1021.6,12.6,0.5,1.8,6.98
2016-10-07,Shunyi,61.3,61.3,3.1,43.7,1620.8,9.8,12.9,1016.0,11.8,1.0,1.6,5.38
2016-10-08,Shunyi,20.0,27.9,3.1,23.1,468.8,37.6,12.0,1018.5,-0.9,0.0,2.8,1.91
2016-10-09,Shunyi,23.9,46.2,5.3,49.6,604.2,17.1,10.0,1019.7,2.6,0.0,1.4,2.83
2016-10-10,Shunyi,84.0,102.7,10.7,70.4,975.0,16.1,11.6,1014.8,6.5,0.0,1.0,7.5
2016-10-11,Shunyi,128.8,133.4,12.1,60.4,1420.8,35.7,13.6,1018.2,8.7,0.0,1.5,11.08
2016-10-12,Shunyi,82.9,97.1,12.2,64.6,1345.8,17.8,14.4,1020.8,9.3,0.0,1.0,7.37
2016-10-13,Shunyi,138.6,159.9,8.1,82.8,1458.3,31.2,15.5,1016.1,12.1,0.0,0.8,12.07
2016-10-14,Shunyi,244.5,247.2,5.8,97.0,1733.3,22.3,15.7,1017.3,13.3,0.0,1.1,20.71
2016-10-15,Shunyi,145.0,145.0,4.8,69.7,1491.7,5.2,14.4,1019.0,12.1,0.0,1.0,12.37
2016-10-16,Shunyi,120.8,120.9,4.3,62.9,1216.7,19.1,15.5,1015.1,13.0,0.0,1.2,10.36
2016-10-17,Shunyi,58.6,70.5,2.2,46.6,733.3,33.1,15.6,1017.2,8.4,0.0,1.6,5.22
2016-10-18,Shunyi,89.5,120.4,14.1,61.4,1800.0,6.7,15.7,1016.6,12.8,0.0,1.0,7.96
2016-10-19,Shunyi,213.1,220.7,7.6,78.5,2112.5,18.5,17.0,1013.1,14.5,0.0,0.9,18.07
2016-10-20,Shunyi,80.2,103.8,9.5,53.5,1404.2,16.8,14.2,1018.4,9.0,0.2,1.9,7.1
2016-10-21,Shunyi,38.4,39.2,4.2,34.2,687.5,20.3,10.6,1016.0,9.0,0.5,1.1,3.44
2016-10-22,Shunyi,11.2,15.1,2.4,19.0,475.0,31.4,12.0,1019.4,5.1,0.0,2.5,1.15
2016-10-23,Shunyi,21.8,44.1,4.6,38.6,525.0,22.1,10.7,1019.8,1.2,0.0,1.2,2.28
2016-10-24,Shunyi,64.2,102.1,3.2,54.1,945.8,2.8,8.9,1014.2,5.5,0.0,1.0,5.79
2016-10-25,Shunyi,93.2,124.0,4.3,70.3,1304.2,7.4,10.9,1011.1,7.3,0.0,1.0,8.26
2016-10-26,Shunyi,34.2,45.9,2.0,30.4,503.3,46.9,12.4,1020.0,1.1,0.0,2.4,3.14
2016-10-27,Shunyi,21.2,23.2,2.0,35.8,642.6,24.5,8.9,1023.7,4.0,0.4,1.3,2.07
2016-10-28,Shunyi,11.5,37.4,2.0,28.3,420.8,35.1,8.8,1026.3,-4.1,0.0,2.3,1.67
2016-10-29,Shunyi,27.8,80.8,4.0,53.2,591.7,16.4,5.9,1027.4,-3.6,0.0,1.6,3.16
2016-10-30,Shunyi,52.7,89.9,8.9,46.0,800.0,25.6,6.4,1023.2,-3.7,0.0,2.0,4.85
2016-10-31,Shunyi,11.5,31.4,3.5,25.1,350.0,44.0,2.2,1034.0,-16.7,0.0,2.2,1.52
2016-11-01,Shunyi,44.9,72.8,5.4,61.8,875.0,13.4,1.4,1030.6,-7.6,0.0,0.9,4.26
2016-11-02,Shunyi,98.5,149.4,10.0,88.6,1529.2,9.9,4.3,1022.6,-3.2,0.0,1.2,8.93
2016-11-03,Shunyi,198.2,239.5,12.7,105.9,2420.8,7.4,5.2,1015.0,1.3,0.0,1.2,17.17
2016-11-04,Shunyi,176.6,186.9,4.6,100.8,3537.5,6.1,5.5,1006.2,3.7,0.0,0.9,15.28
2016-11-05,Shunyi,154.9,168.9,8.8,90.7,2900.0,18.7,8.6,1011.2,5.2,0.0,1.7,13.47
2016-11-06,Shunyi,73.9,84.0,14.5,65.2,1183.3,23.0,7.3,1023.7,-2.6,0.0,1.7,6.64
2016-11-07,Shunyi,44.4,51.5,5.5,35.4,725.0,32.8,8.1,1026.4,-4.1,0.0,2.6,3.99
2016-11-08,Shunyi,35.2,60.0,8.4,55.6,837.5,18.4,5.1,1030.6,-4.9,0.0,1.2,3.43
2016-11-09,Shunyi,131.5,163.3,24.3,77.5,2300.0,5.6,3.8,1026.0,-0.8,0.0,1.2,11.56
2016-11-10,Shunyi,161.1,165.2,15.5,71.5,1766.7,4.9,6.2,1011.7,1.6,0.0,1.4,13.76
2016-11-11,Shunyi,90.6,112.7,6.8,54.3,1704.2,10.8,4.1,1011.2,-1.2,0.0,1.1,7.94
2016-11-12,Shunyi,67.2,106.9,15.1,59.0,1175.0,16.6,7.1,1016.4,-0.3,0.0,1.7,6.16
2016-11-13,Shunyi,97.5,157.5,30.4,70.4,2304.2,4.6,8.0,1014.2,3.9,0.0,0.9,8.87
2016-11-14,Shunyi,49.9,70.5,6.6,28.9,991.7,45.4,8.5,1018.7,-10.2,0.0,2.5,4.48
2016-11-15,Shunyi,42.2,76.2,16.2,49.7,1025.0,26.8,5.1,1022.6,-8.6,0.0,1.7,4.05
2016-11-16,Shunyi,95.9,135.6,19.0,71.0,1816.7,16.8,5.7,1017.6,-1.0,0.0,1.2,8.62
2016-11-17,Shunyi,156.7,203.6,51.7,85.0,3641.7,5.0,5.6,1020.0,-0.3,0.0,0.9,13.88
2016-11-18,Shunyi,185.7,260.3,30.5,80.8,3325.0,2.8,6.6,1011.8,3.8,0.0,1.0,16.22
2016-11-19,Shunyi,109.1,125.3,11.8,52.4,1758.3,21.1,9.0,1014.7,2.3,0.0,1.7,9.46
2016-11-20,Shunyi,44.5,48.0,11.3,33.5,979.2,22.6,3.0,1022.1,0.7,0.0,2.9,3.99
2016-11-21,Shunyi,6.5,8.8,3.2,5.6,258.3,67.6,-1.4,1028.3,-10.6,0.1,4.6,0.95
2016-11-22,Shunyi,7.8,21.5,4.2,15.3,383.3,56.5,-3.6,1035.7,-19.6,0.0,3.3,1.01
2016-11-23,Shunyi,14.5,22.7,7.3,31.9,508.3,38.2,-1.9,1031.9,-16.8,0.0,2.3,1.85
2016-11-24,Shunyi,56.1,78.5,18.5,69.0,1350.0,19.4,-1.2,1026.1,-11.8,0.0,1.3,5.28
2016-11-25,Shunyi,135.8,167.4,27.4,93.0,2400.0,9.9,-0.1,1021.9,-7.9,0.0,1.1,12.03
2016-11-26,Shunyi,235.8,343.1,28.9,110.6,3604.2,12.0,2.0,1017.2,-5.6,0.0,1.2,20.64
2016-11-27,Shunyi,91.5,129.3,12.2,52.2,1454.2,37.7,2.2,1024.2,-11.2,0.0,1.9,8.12
2016-11-28,Shunyi,46.0,60.0,17.8,71.9,1366.7,13.1,0.8,1029.0,-9.7,0.0,0.9,4.43
2016-11-29,Shunyi,74.2,101.5,33.1,70.3,2200.0,4.7,1.4,1030.3,-5.0,0.0,1.3,6.85
2016-11-30,Shunyi,92.7,120.8,19.1,66.8,2275.0,23.9,4.4,1021.3,-4.7,0.0,1.6,8.32
2016-12-01,Shunyi,16.8,26.6,8.0,48.8,637.5,35.0,2.7,1028.5,-9.4,0.0,1.3,2.68
2016-12-02,Shunyi,68.0,82.7,19.9,73.3,1654.2,13.9,2.1,1026.0,-7.4,0.0,1.1,6.26
2016-12-03,Shunyi,213.0,237.0,28.9,101.7,3087.5,8.2,1.9,1017.9,-3.6,0.0,0.9,18.39
2016-12-04,Shunyi,261.2,273.5,23.3,94.3,3508.3,11.8,2.6,1013.7,-2.9,0.0,1.0,22.22
2016-12-05,Shunyi,91.5,96.5,13.7,50.8,1802.1,31.1,1.6,1024.3,-11.4,0.0,2.4,8.0
2016-12-06,Shunyi,90.5,109.3,24.8,87.6,2629.2,11.2,-0.9,1019.8,-11.6,0.0,1.0,8.26
2016-12-07,Shunyi,115.0,140.7,28.0,81.8,2404.2,9.6,1.9,1020.0,-6.3,0.0,1.3,10.24
2016-12-08,Shunyi,83.0,100.2,12.3,44.7,1562.5,37.8,3.2,1015.1,-8.5,0.0,2.6,7.3
2016-12-09,Shunyi,23.8,34.3,11.4,38.2,850.0,40.9,0.2,1025.1,-12.2,0.0,1.2,2.38
2016-12-10,Shunyi,38.2,50.4,20.1,59.0,1287.5,26.3,-1.0,1026.0,-12.1,0.0,1.2,3.73
2016-12-11,Shunyi,154.5,172.2,49.6,88.6,3216.7,8.7,-0.9,1022.0,-7.7,0.0,1.2,13.6
2016-12-12,Shunyi,225.8,229.8,49.7,93.5,3187.5,13.3,2.4,1021.1,-4.0,0.0,1.0,19.4
2016-12-13,Shunyi,45.2,46.0,10.4,28.3,745.8,51.8,1.2,1027.9,-13.9,0.0,2.2,4.04
2016-12-14,Shunyi,20.7,31.6,13.0,33.3,720.8,48.0,-2.0,1030.0,-16.7,0.0,1.7,2.11
2016-12-15,Shunyi,30.9,44.8,11.8,40.1,945.8,36.5,-0.6,1029.2,-14.6,0.0,2.8,2.99
2016-12-16,Shunyi,48.2,64.9,18.5,70.0,1320.8,18.8,-0.7,1023.4,-11.8,0.0,1.1,4.62
2016-12-17,Shunyi,178.0,195.0,37.3,99.2,3029.2,9.5,-0.1,1019.2,-7.5,0.0,0.9,15.53
2016-12-18,Shunyi,185.4,190.0,31.6,85.2,3012.5,14.5,0.1,1020.8,-6.4,0.0,1.0,15.97
2016-12-19,Shunyi,172.6,188.3,20.9,77.1,3466.7,15.9,0.3,1021.6,-5.8,0.0,0.7,14.89
2016-12-20,Shunyi,289.1,294.2,4.8,112.0,6750.0,7.2,-2.5,1025.7,-3.9,0.0,1.2,24.64
2016-12-21,Shunyi,356.3,374.6,13.9,137.3,7489.6,6.2,0.2,1022.8,-2.7,0.0,0.8,30.4
2016-12-22,Shunyi,133.6,133.7,9.4,47.6,2433.3,44.8,1.9,1020.4,-11.2,0.0,3.2,11.42
2016-12-23,Shunyi,25.6,29.9,9.7,29.4,702.1,49.9,-1.6,1027.0,-14.6,0.0,2.2,2.45
